01/02/2020,2020-02-21f,TX03,21078,C_000001,BBB1,8577,BBB1,8577,,,8,GLP,7.58,1.12,1.32,8.47,1.53,10,,,,,,CLIENTE GENERICO,GLL
,02-03-2020,2,9,99,BB02,15545,BB02,15545,0,,3,GAS 95,0.465,10.9322033898,12.9,5.0847457627,0.9152542373,6,,,,,,,GLL
,02-03-2020,2,9,99,BB02,15547,BB02,15547,0,,3,GAS 95,2.326,10.9322033898,12.9,25.4237288136,4.5762711864,30,,,,,,,GLL
,02-03-2020,2,9,99,BB02,15548,BB02,15548,0,,4,GAS 98,1.43,11.8559322034,13.99,16.9491525424,3.0508474576,20,,,,,,,GLL
,02-03-2020,2,9,99,BB02,15549,BB02,15549,0,,3,GAS 95,3.876,10.9322033898,12.9,42.3728813559,7.6271186441,50,,,,,,,GLL
,02-03-2020,2,9,99,BB02,15550,BB02,15550,0,,2,GAS 90,0.003,10.1610169492,11.99,0.0338983051,0.0061016949,0.04,,,,,,,GLL
,02-03-2020,2,9,99,BB02,15552,BB02,15552,0,,2,GAS 90,1.668,10.1610169492,11.99,16.9491525424,3.0508474576,20,,,,,,,GLL
,02-03-2020,2,9,99,BB02,15553,BB02,15553,0,,2,GAS 90,1.668,10.1610169492,11.99,16.9491525424,3.0508474576,20,,,,,,,GLL
,02-03-2020,2,9,99,BB02,15554,BB02,15554,0,,2,GAS 90,0.834,10.1610169492,11.99,8.4745762712,1.5254237288,10,,,,,,,GLL
,02-03-2020,2,9,99,BB02,15555,BB02,15555,0,,2,GAS 90,0.417,10.1610169492,11.99,4.2372881356,0.7627118644,5,,,,,,,GLL
,02-03-2020,2,9,99,BB02,15561,BB02,15561,0,,3,GAS 95,3.876,10.9322033898,12.9,42.3728813559,7.6271186441,50,,,,,,,GLL
,02-03-2020,2,9,99,BB02,15562,BB02,15562,0,,3,GAS 95,0.775,10.9322033898,12.9,8.4745762712,1.5254237288,10,,,,,,,GLL
,02-03-2020,2,9,99,BB02,15563,BB02,15563,0,,5,DIESEL B5 S50,0.001,10.6186440678,12.53,0.0084745763,0.0015254237,0.01,,,,,,,GLL
,02-03-2020,2,9,99,BB02,15564,BB02,15564,0,,5,DIESEL B5 S50,1.596,10.6186440678,12.53,16.9491525424,3.0508474576,20,,,,,,,GLL
,02-03-2020,2,9,99,BB02,15565,BB02,15565,0,,2,GAS 90,2.502,10.1610169492,11.99,25.4237288136,4.5762711864,30,,,,,,,GLL
,02-03-2020,3,12,99,BB02,15567,BB02,15567,0,,2,GAS 90,0.417,10.1610169492,11.99,4.2372881356,0.7627118644,5,,,,,,,GLL
,03-03-2020,1,19,99,BB03,48016,BB03,48016,0,,8,GLP,4.55,1.1186440678,1.32,5.0847457627,0.9152542373,6,,,,,,,LTR
,03-03-2020,1,19,99,BB03,48017,BB03,48017,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
,03-03-2020,1,19,99,BB03,48018,BB03,48018,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
,03-03-2020,1,19,99,BB03,48019,BB03,48019,0,,8,GLP,14.08,1.1186440678,1.32,15.7542372881,2.8357627119,18.59,,,,,,,LTR
,03-03-2020,1,19,99,BB03,48020,BB03,48020,0,,2,GAS 90,0.834,10.1610169492,11.99,8.4745762712,1.5254237288,10,,,,,,,GLL
,03-03-2020,1,19,99,BB03,48021,BB03,48021,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
,03-03-2020,1,19,99,BB03,48022,BB03,48022,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,03-03-2020,1,19,99,BB03,48023,BB03,48023,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,03-03-2020,1,19,99,BB03,48024,BB03,48024,0,,8,GLP,27.29,1.1186440678,1.32,30.5254237288,5.4945762712,36.02,,,,,,,LTR
,03-03-2020,1,19,99,BB03,48025,BB03,48025,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
,03-03-2020,1,19,99,BB03,48026,BB03,48026,0,,8,GLP,17.27,1.1186440678,1.32,19.3220338983,3.4779661017,22.8,,,,,,,LTR
,03-03-2020,1,19,99,BB03,48027,BB03,48027,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
,03-03-2020,1,19,99,BB03,48028,BB03,48028,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,03-03-2020,1,19,99,BB03,48029,BB03,48029,0,,2,GAS 90,0.417,10.1610169492,11.99,4.2372881356,0.7627118644,5,,,,,,,GLL
,03-03-2020,1,19,99,BB03,48030,BB03,48030,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,03-03-2020,1,19,99,BB03,48033,BB03,48033,0,,5,DIESEL B5 S50,4,10.6186440678,12.53,42.4745762712,7.6454237288,50.12,,,,,,,GLL
,03-03-2020,1,19,99,BB03,48035,BB03,48035,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
,03-03-2020,1,19,99,BB03,48036,BB03,48036,0,,8,GLP,9.09,1.1186440678,1.32,10.1694915254,1.8305084746,12,,,,,,,LTR
,03-03-2020,1,19,99,BB03,48037,BB03,48037,0,,8,GLP,30.3,1.1186440678,1.32,33.8898305085,6.1001694915,39.99,,,,,,,LTR
,03-03-2020,1,19,99,BB03,48038,BB03,48038,0,,2,GAS 90,0.834,10.1610169492,11.99,8.4745762712,1.5254237288,10,,,,,,,GLL
,03-03-2020,1,19,99,BB03,48039,BB03,48039,0,,8,GLP,2.27,1.1186440678,1.32,2.5423728814,0.4576271186,3,,,,,,,LTR
,03-03-2020,1,19,99,BB03,48040,BB03,48040,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,03-03-2020,1,19,99,BB03,48042,BB03,48042,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,03-03-2020,1,19,99,BB03,48043,BB03,48043,0,,8,GLP,24.26,1.1186440678,1.32,27.1355932203,4.8844067797,32.02,,,,,,,LTR
,03-03-2020,1,19,99,BB03,48044,BB03,48044,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
,03-03-2020,1,19,99,BB03,48046,BB03,48046,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,03-03-2020,1,19,99,BB03,48047,BB03,48047,0,,8,GLP,2.27,1.1186440678,1.32,2.5423728814,0.4576271186,3,,,,,,,LTR
,03-03-2020,1,19,99,BB03,48048,BB03,48048,0,,2,GAS 90,1.668,10.1610169492,11.99,16.9491525424,3.0508474576,20,,,,,,,GLL
,03-03-2020,1,19,99,BB03,48049,BB03,48049,0,,3,GAS 95,3.876,10.9322033898,12.9,4.2372881356,0.7627118644,5,,,,,,,GLL
,03-03-2020,1,19,99,BB03,48050,BB03,48050,0,,8,GLP,9.09,1.1186440678,1.32,10.1694915254,1.8305084746,12,,,,,,,LTR
,03-03-2020,1,19,99,BB03,48051,BB03,48051,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,03-03-2020,1,19,99,BB03,48052,BB03,48052,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,03-03-2020,1,19,99,BB03,48053,BB03,48053,0,,4,GAS 98,2.859,11.8559322034,13.99,33.8983050847,6.1016949153,40,,,,,,,GLL
,03-03-2020,1,19,99,BB03,48055,BB03,48055,0,,2,GAS 90,0.417,10.1610169492,11.99,4.2372881356,0.7627118644,5,,,,,,,GLL
,03-03-2020,1,19,99,BB03,48057,BB03,48057,0,,8,GLP,4.55,1.1186440678,1.32,5.0847457627,0.9152542373,6,,,,,,,LTR
,03-03-2020,1,19,99,BB03,48059,BB03,48059,0,,2,GAS 90,1.001,10.1610169492,11.99,10.1694915254,1.8305084746,12,,,,,,,GLL
,03-03-2020,1,19,99,BB03,48060,BB03,48060,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,03-03-2020,1,19,99,BB03,48061,BB03,48061,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,03-03-2020,1,19,99,BB03,48062,BB03,48062,0,,8,GLP,37.88,1.1186440678,1.32,42.3728813559,7.6271186441,50,,,,,,,LTR
,03-03-2020,1,19,99,BB03,48063,BB03,48063,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,03-03-2020,1,19,99,BB03,48064,BB03,48064,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,03-03-2020,1,19,99,BB03,48065,BB03,48065,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,03-03-2020,1,19,99,BB03,48067,BB03,48067,0,,8,GLP,26.52,1.1186440678,1.32,29.6610169492,5.3389830508,35,,,,,,,LTR
,03-03-2020,1,19,99,BB03,48069,BB03,48069,0,,8,GLP,25.77,1.1186440678,1.32,28.8220338983,5.1879661017,34.01,,,,,,,LTR
,03-03-2020,1,19,99,BB03,48070,BB03,48070,0,,8,GLP,11.36,1.1186440678,1.32,12.7118644068,2.2881355932,15,,,,,,,LTR
,03-03-2020,1,19,99,BB03,48071,BB03,48071,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
,03-03-2020,1,19,99,BB03,48072,BB03,48072,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,03-03-2020,1,19,99,BB03,48073,BB03,48073,0,,8,GLP,2.27,1.1186440678,1.32,2.5423728814,0.4576271186,3,,,,,,,LTR
,03-03-2020,1,19,99,BB03,48074,BB03,48074,0,,8,GLP,14.7,1.1186440678,1.32,16.4491525424,2.9608474576,19.41,,,,,,,LTR
,03-03-2020,1,19,99,BB03,48075,BB03,48075,0,,8,GLP,11.36,1.1186440678,1.32,12.7118644068,2.2881355932,15,,,,,,,LTR
,03-03-2020,1,19,99,BB03,48078,BB03,48078,0,,8,GLP,16.69,1.1186440678,1.32,18.6694915254,3.3605084746,22.03,,,,,,,LTR
,03-03-2020,1,19,99,BB03,48079,BB03,48079,0,,8,GLP,4.55,1.1186440678,1.32,5.0847457627,0.9152542373,6,,,,,,,LTR
,03-03-2020,1,19,99,BB03,48080,BB03,48080,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48085,BB03,48085,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48086,BB03,48086,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48087,BB03,48087,0,,8,GLP,12.12,1.1186440678,1.32,13.5593220339,2.4406779661,16,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48088,BB03,48088,0,,8,GLP,13.64,1.1186440678,1.32,15.2542372881,2.7457627119,18,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48089,BB03,48089,0,,8,GLP,14.39,1.1186440678,1.32,16.1016949153,2.8983050847,19,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48090,BB03,48090,0,,2,GAS 90,4.17,10.1610169492,11.99,42.3728813559,7.6271186441,50,,,,,,,GLL
,03-03-2020,2,9,99,BB03,48091,BB03,48091,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48092,BB03,48092,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48094,BB03,48094,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48095,BB03,48095,0,,8,GLP,17.13,1.1186440678,1.32,19.1610169492,3.4489830508,22.61,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48096,BB03,48096,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48098,BB03,48098,0,,8,GLP,29.36,1.1186440678,1.32,32.8389830508,5.9110169492,38.75,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48100,BB03,48100,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48101,BB03,48101,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48102,BB03,48102,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48103,BB03,48103,0,,8,GLP,2.27,1.1186440678,1.32,2.5423728814,0.4576271186,3,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48104,BB03,48104,0,,8,GLP,9.63,1.1186440678,1.32,10.7711864407,1.9388135593,12.71,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48105,BB03,48105,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48107,BB03,48107,0,,8,GLP,11.36,1.1186440678,1.32,12.7118644068,2.2881355932,15,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48109,BB03,48109,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48110,BB03,48110,0,,2,GAS 90,0.417,10.1610169492,11.99,4.2372881356,0.7627118644,5,,,,,,,GLL
,03-03-2020,2,9,99,BB03,48111,BB03,48111,0,,8,GLP,2.27,1.1186440678,1.32,2.5423728814,0.4576271186,3,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48112,BB03,48112,0,,8,GLP,11.36,1.1186440678,1.32,12.7118644068,2.2881355932,15,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48114,BB03,48114,0,,2,GAS 90,1.251,10.1610169492,11.99,12.7118644068,2.2881355932,15,,,,,,,GLL
,03-03-2020,2,9,99,BB03,48119,BB03,48119,0,,3,GAS 95,1.163,10.9322033898,12.9,12.7118644068,2.2881355932,15,,,,,,,GLL
,03-03-2020,2,9,99,BB03,48120,BB03,48120,0,,2,GAS 90,1,10.1610169492,11.99,10.1610169492,1.8289830508,11.99,,,,,,,GLL
,03-03-2020,2,9,99,BB03,48121,BB03,48121,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48122,BB03,48122,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48123,BB03,48123,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48124,BB03,48124,0,,8,GLP,5.3,1.1186440678,1.32,5.9322033898,1.0677966102,7,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48125,BB03,48125,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48126,BB03,48126,0,,8,GLP,3.03,1.1186440678,1.32,3.3898305085,0.6101694915,4,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48127,BB03,48127,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48128,BB03,48128,0,,8,GLP,9.09,1.1186440678,1.32,10.1694915254,1.8305084746,12,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48131,BB03,48131,0,,8,GLP,9.09,1.1186440678,1.32,10.1694915254,1.8305084746,12,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48133,BB03,48133,0,,5,DIESEL B5 S50,5.588,10.6186440678,12.53,59.3389830508,10.6810169492,70.02,,,,,,,GLL
,03-03-2020,2,9,99,BB03,48134,BB03,48134,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48135,BB03,48135,0,,8,GLP,26.52,1.1186440678,1.32,29.6694915254,5.3405084746,35.01,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48137,BB03,48137,0,,8,GLP,2.27,1.1186440678,1.32,2.5423728814,0.4576271186,3,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48138,BB03,48138,0,,8,GLP,3.03,1.1186440678,1.32,3.3898305085,0.6101694915,4,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48139,BB03,48139,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48142,BB03,48142,0,,5,DIESEL B5 S50,39.904,10.6186440678,12.53,42.3728813559,7.6271186441,50,,,,,,,GLL
,03-03-2020,2,9,99,BB03,48143,BB03,48143,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48144,BB03,48144,0,,8,GLP,10.61,1.1186440678,1.32,11.8644067797,2.1355932203,14,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48146,BB03,48146,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48147,BB03,48147,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48148,BB03,48148,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48150,BB03,48150,0,,8,GLP,2.27,1.1186440678,1.32,2.5423728814,0.4576271186,3,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48151,BB03,48151,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48152,BB03,48152,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48153,BB03,48153,0,,8,GLP,32.55,1.1186440678,1.32,36.406779661,6.553220339,42.96,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48154,BB03,48154,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48155,BB03,48155,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48158,BB03,48158,0,,8,GLP,24.23,1.1186440678,1.32,27.1016949153,4.8783050847,31.98,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48160,BB03,48160,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48162,BB03,48162,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48163,BB03,48163,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48164,BB03,48164,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48165,BB03,48165,0,,8,GLP,4.55,1.1186440678,1.32,5.0847457627,0.9152542373,6,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48166,BB03,48166,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48167,BB03,48167,0,,4,GAS 98,0.715,11.8559322034,13.99,8.4745762712,1.5254237288,10,,,,,,,GLL
,03-03-2020,2,9,99,BB03,48168,BB03,48168,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48169,BB03,48169,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48170,BB03,48170,0,,8,GLP,4.55,1.1186440678,1.32,5.0847457627,0.9152542373,6,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48171,BB03,48171,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48173,BB03,48173,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48174,BB03,48174,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48175,BB03,48175,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48176,BB03,48176,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48177,BB03,48177,0,,8,GLP,8.33,1.1186440678,1.32,9.3220338983,1.6779661017,11,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48178,BB03,48178,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48179,BB03,48179,0,,8,GLP,15.14,1.1186440678,1.32,16.9406779661,3.0493220339,19.99,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48180,BB03,48180,0,,8,GLP,20.45,1.1186440678,1.32,22.8728813559,4.1171186441,26.99,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48181,BB03,48181,0,,8,GLP,6.06,1.1186440678,1.32,6.7796610169,1.2203389831,8,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48182,BB03,48182,0,,8,GLP,11.36,1.1186440678,1.32,12.7118644068,2.2881355932,15,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48184,BB03,48184,0,,8,GLP,28.14,1.1186440678,1.32,31.4830508475,5.6669491525,37.15,,,,,,,LTR
,03-03-2020,2,9,99,BB03,48185,BB03,48185,0,,8,GLP,2.27,1.1186440678,1.32,2.5423728814,0.4576271186,3,,,,,,,LTR
,03-03-2020,3,17,99,BB03,48186,BB03,48186,0,,8,GLP,9.85,1.1186440678,1.32,11.0169491525,1.9830508475,13,,,,,,,LTR
,03-03-2020,3,17,99,BB03,48187,BB03,48187,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
,03-03-2020,3,17,99,BB03,48188,BB03,48188,0,,8,GLP,1.52,1.1186440678,1.32,1.6949152542,0.3050847458,2,,,,,,,LTR
,03-03-2020,3,17,99,BB03,48190,BB03,48190,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,03-03-2020,3,17,99,BB03,48191,BB03,48191,0,,8,GLP,12.89,1.1186440678,1.32,14.4237288136,2.5962711864,17.02,,,,,,,LTR
,03-03-2020,3,17,99,BB03,48192,BB03,48192,0,,3,GAS 95,0.62,10.9322033898,12.9,6.7796610169,1.2203389831,8,,,,,,,GLL
,03-03-2020,3,17,99,BB03,48193,BB03,48193,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
,03-03-2020,3,17,99,BB03,48194,BB03,48194,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
,03-03-2020,3,17,99,BB03,48195,BB03,48195,0,,8,GLP,11.36,1.1186440678,1.32,12.7118644068,2.2881355932,15,,,,,,,LTR
,03-03-2020,3,17,99,BB03,48196,BB03,48196,0,,8,GLP,37.88,1.1186440678,1.32,42.3728813559,7.6271186441,50,,,,,,,LTR
,03-03-2020,3,17,99,BB03,48197,BB03,48197,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,03-03-2020,3,17,99,BB03,48198,BB03,48198,0,,8,GLP,9.85,1.1186440678,1.32,11.0169491525,1.9830508475,13,,,,,,,LTR
,03-03-2020,3,17,99,BB03,48199,BB03,48199,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
,03-03-2020,3,17,99,BB03,48202,BB03,48202,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
,03-03-2020,3,17,99,BB03,48204,BB03,48204,0,,8,GLP,22.73,1.1186440678,1.32,25.4237288136,4.5762711864,30,,,,,,,LTR
,03-03-2020,3,17,99,BB03,48205,BB03,48205,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
,03-03-2020,3,17,99,BB03,48206,BB03,48206,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
,03-03-2020,3,17,99,BB03,48207,BB03,48207,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,03-03-2020,3,17,99,BB03,48208,BB03,48208,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
,03-03-2020,3,17,99,BB03,48209,BB03,48209,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
,03-03-2020,3,17,99,BB03,48210,BB03,48210,0,,8,GLP,17.42,1.1186440678,1.32,19.4830508475,3.5069491525,22.99,,,,,,,LTR
,03-03-2020,3,17,99,BB03,48211,BB03,48211,0,,8,GLP,11.36,1.1186440678,1.32,12.7118644068,2.2881355932,15,,,,,,,LTR
,03-03-2020,3,17,99,BB03,48212,BB03,48212,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
,03-03-2020,3,17,99,BB03,48213,BB03,48213,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
,03-03-2020,3,17,99,BB03,48214,BB03,48214,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,03-03-2020,3,17,99,BB03,48215,BB03,48215,0,,8,GLP,8.72,1.1186440678,1.32,9.7542372881,1.7557627119,11.51,,,,,,,LTR
,03-03-2020,3,17,99,BB03,48216,BB03,48216,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
,03-03-2020,3,17,99,BB03,48217,BB03,48217,0,,8,GLP,11.36,1.1186440678,1.32,12.7118644068,2.2881355932,15,,,,,,,LTR
,03-03-2020,3,17,99,BB03,48218,BB03,48218,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
,03-03-2020,3,17,99,BB03,48219,BB03,48219,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
,03-03-2020,3,17,99,BB03,48220,BB03,48220,0,,8,GLP,12.89,1.1186440678,1.32,14.4152542373,2.5947457627,17.01,,,,,,,LTR
