01/02/2020,2020-02-21f,TX03,21078,C_000001,serie,numero,BBB1,8577,,,8,GLP,7.58,1.12,1.32,8.47,1.53,10,,,,,,CLIENTE GENERICO,GLL
3-04-0--20,2020-03-04,3,19,99,BB02,15639,BB02,15639,0,,4,GAS 98,1.501,11.8559322034,13.99,17.7966101695,3.2033898305,21,,,,,,,GLL
3-04-0--20,2020-03-04,3,19,99,BB02,15639,BB02,15639,0,,4,GAS 98,1.501,11.8559322034,13.99,17.7966101695,3.2033898305,21,,,,,,,GLL
3-04-0--20,2020-03-04,2,9,99,BB02,15644,BB02,15644,0,,2,GAS 90,0.667,10.1610169492,11.99,6.7796610169,1.2203389831,8,,,,,,,GLL
3-04-0--20,2020-03-04,2,9,99,BB02,15644,BB02,15644,0,,2,GAS 90,0.667,10.1610169492,11.99,6.7796610169,1.2203389831,8,,,,,,,GLL
3-04-0--20,2020-03-04,2,9,99,BB02,15646,BB02,15646,0,,4,GAS 98,0.715,11.8559322034,13.99,8.4745762712,1.5254237288,10,,,,,,,GLL
3-04-0--20,2020-03-04,2,9,99,BB02,15646,BB02,15646,0,,4,GAS 98,0.715,11.8559322034,13.99,8.4745762712,1.5254237288,10,,,,,,,GLL
3-04-0--20,2020-03-04,2,9,99,BB02,15648,BB02,15648,0,,3,GAS 95,1.163,10.9322033898,12.9,12.7118644068,2.2881355932,15,,,,,,,GLL
3-04-0--20,2020-03-04,2,9,99,BB02,15648,BB02,15648,0,,3,GAS 95,1.163,10.9322033898,12.9,12.7118644068,2.2881355932,15,,,,,,,GLL
3-04-0--20,2020-03-04,2,9,99,BB02,15649,BB02,15649,0,,3,GAS 95,3.101,10.9322033898,12.9,33.8983050847,6.1016949153,40,,,,,,,GLL
3-04-0--20,2020-03-04,2,9,99,BB02,15649,BB02,15649,0,,3,GAS 95,3.101,10.9322033898,12.9,33.8983050847,6.1016949153,40,,,,,,,GLL
3-04-0--20,2020-03-04,2,9,99,BB02,15650,BB02,15650,0,,2,GAS 90,2.502,10.1610169492,11.99,25.4237288136,4.5762711864,30,,,,,,,GLL
3-04-0--20,2020-03-04,2,9,99,BB02,15650,BB02,15650,0,,2,GAS 90,2.502,10.1610169492,11.99,25.4237288136,4.5762711864,30,,,,,,,GLL
3-04-0--20,2020-03-04,2,9,99,BB02,15651,BB02,15651,0,,2,GAS 90,0.417,10.1610169492,11.99,4.2372881356,0.7627118644,5,,,,,,,GLL
3-04-0--20,2020-03-04,2,9,99,BB02,15651,BB02,15651,0,,2,GAS 90,0.417,10.1610169492,11.99,4.2372881356,0.7627118644,5,,,,,,,GLL
3-04-0--20,2020-03-04,2,9,99,BB02,15655,BB02,15655,0,,2,GAS 90,1.668,10.1610169492,11.99,16.9491525424,3.0508474576,20,,,,,,,GLL
3-04-0--20,2020-03-04,2,9,99,BB02,15655,BB02,15655,0,,2,GAS 90,1.668,10.1610169492,11.99,16.9491525424,3.0508474576,20,,,,,,,GLL
3-04-0--20,2020-03-04,2,9,99,BB02,15657,BB02,15657,0,,5,DIESEL B5 S50,1.596,10.6186440678,12.53,16.9491525424,3.0508474576,20,,,,,,,GLL
3-04-0--20,2020-03-04,2,9,99,BB02,15657,BB02,15657,0,,5,DIESEL B5 S50,1.596,10.6186440678,12.53,16.9491525424,3.0508474576,20,,,,,,,GLL
3-04-0--20,2020-03-04,2,9,99,BB02,15659,BB02,15659,0,,2,GAS 90,0.334,10.1610169492,11.99,3.3898305085,0.6101694915,4,,,,,,,GLL
3-04-0--20,2020-03-04,2,9,99,BB02,15659,BB02,15659,0,,2,GAS 90,0.334,10.1610169492,11.99,3.3898305085,0.6101694915,4,,,,,,,GLL
3-04-0--20,2020-03-04,2,9,99,BB02,15665,BB02,15665,0,,2,GAS 90,1.668,10.1610169492,11.99,16.9491525424,3.0508474576,20,,,,,,,GLL
3-04-0--20,2020-03-04,2,9,99,BB02,15665,BB02,15665,0,,2,GAS 90,1.668,10.1610169492,11.99,16.9491525424,3.0508474576,20,,,,,,,GLL
3-04-0--20,2020-03-04,2,9,99,BB02,15667,BB02,15667,0,,5,DIESEL B5 S50,3.99,10.6186440678,12.53,42.3728813559,7.6271186441,50,,,,,,,GLL
3-04-0--20,2020-03-04,2,9,99,BB02,15667,BB02,15667,0,,5,DIESEL B5 S50,3.99,10.6186440678,12.53,42.3728813559,7.6271186441,50,,,,,,,GLL
3-04-0--20,2020-03-04,2,9,99,BB02,15668,BB02,15668,0,,2,GAS 90,0.584,10.1610169492,11.99,5.9322033898,1.0677966102,7,,,,,,,GLL
3-04-0--20,2020-03-04,2,9,99,BB02,15668,BB02,15668,0,,2,GAS 90,0.584,10.1610169492,11.99,5.9322033898,1.0677966102,7,,,,,,,GLL
3-04-0--20,2020-03-04,2,9,99,BB02,15673,BB02,15673,0,,5,DIESEL B5 S50,3.591,10.6186440678,12.53,38.1355932203,6.8644067797,45,,,,,,,GLL
3-04-0--20,2020-03-04,2,9,99,BB02,15673,BB02,15673,0,,5,DIESEL B5 S50,3.591,10.6186440678,12.53,38.1355932203,6.8644067797,45,,,,,,,GLL
3-04-0--20,2020-03-04,3,17,99,BB02,15674,BB02,15674,0,,5,DIESEL B5 S50,1.596,10.6186440678,12.53,16.9491525424,3.0508474576,20,,,,,,,GLL
3-04-0--20,2020-03-04,3,17,99,BB02,15674,BB02,15674,0,,5,DIESEL B5 S50,1.596,10.6186440678,12.53,16.9491525424,3.0508474576,20,,,,,,,GLL
3-04-0--20,2020-03-04,3,17,99,BB02,15675,BB02,15675,0,,5,DIESEL B5 S50,0.798,10.6186440678,12.53,8.4745762712,1.5254237288,10,,,,,,,GLL
3-04-0--20,2020-03-04,3,17,99,BB02,15675,BB02,15675,0,,5,DIESEL B5 S50,0.798,10.6186440678,12.53,8.4745762712,1.5254237288,10,,,,,,,GLL
3-05-0--20,2020-03-05,1,12,99,BB02,15677,BB02,15677,0,,3,GAS 95,1.55,10.9322033898,12.9,16.9491525424,3.0508474576,20,,,,,,,GLL
3-05-0--20,2020-03-05,1,12,99,BB02,15677,BB02,15677,0,,3,GAS 95,1.55,10.9322033898,12.9,16.9491525424,3.0508474576,20,,,,,,,GLL
3-05-0--20,2020-03-05,1,12,99,BB02,15678,BB02,15678,0,,5,DIESEL B5 S50,6.385,10.6186440678,12.53,67.7966101695,12.2033898305,80,,,,,,,GLL
3-05-0--20,2020-03-05,1,12,99,BB02,15678,BB02,15678,0,,5,DIESEL B5 S50,6.385,10.6186440678,12.53,67.7966101695,12.2033898305,80,,,,,,,GLL
3-05-0--20,2020-03-05,1,12,99,BB02,15679,BB02,15679,0,,2,GAS 90,0.834,10.1610169492,11.99,8.4745762712,1.5254237288,10,,,,,,,GLL
3-05-0--20,2020-03-05,1,12,99,BB02,15679,BB02,15679,0,,2,GAS 90,0.834,10.1610169492,11.99,8.4745762712,1.5254237288,10,,,,,,,GLL
3-05-0--20,2020-03-05,1,12,99,BB02,15681,BB02,15681,0,,2,GAS 90,0.834,10.1610169492,11.99,8.4745762712,1.5254237288,10,,,,,,,GLL
3-05-0--20,2020-03-05,1,12,99,BB02,15681,BB02,15681,0,,2,GAS 90,0.834,10.1610169492,11.99,8.4745762712,1.5254237288,10,,,,,,,GLL
3-05-0--20,2020-03-05,1,12,99,BB02,15682,BB02,15682,0,,5,DIESEL B5 S50,3.192,10.6186440678,12.53,33.8983050847,6.1016949153,40,,,,,,,GLL
3-05-0--20,2020-03-05,1,12,99,BB02,15682,BB02,15682,0,,5,DIESEL B5 S50,3.192,10.6186440678,12.53,33.8983050847,6.1016949153,40,,,,,,,GLL
3-05-0--20,2020-03-05,1,12,99,BB02,15688,BB02,15688,0,,3,GAS 95,0.004,10.9322033898,12.9,0.0423728814,0.0076271186,0.05,,,,,,,GLL
3-05-0--20,2020-03-05,1,12,99,BB02,15688,BB02,15688,0,,3,GAS 95,0.004,10.9322033898,12.9,0.0423728814,0.0076271186,0.05,,,,,,,GLL
3-05-0--20,2020-03-05,1,12,99,BB02,15691,BB02,15691,0,,5,DIESEL B5 S50,1.596,10.6186440678,12.53,16.9491525424,3.0508474576,20,,,,,,,GLL
3-05-0--20,2020-03-05,1,12,99,BB02,15691,BB02,15691,0,,5,DIESEL B5 S50,1.596,10.6186440678,12.53,16.9491525424,3.0508474576,20,,,,,,,GLL
3-05-0--20,2020-03-05,1,12,99,BB02,15693,BB02,15693,0,,2,GAS 90,0.834,10.1610169492,11.99,8.4745762712,1.5254237288,10,,,,,,,GLL
3-05-0--20,2020-03-05,1,12,99,BB02,15693,BB02,15693,0,,2,GAS 90,0.834,10.1610169492,11.99,8.4745762712,1.5254237288,10,,,,,,,GLL
3-05-0--20,2020-03-05,1,12,99,BB02,15694,BB02,15694,0,,3,GAS 95,2.326,10.9322033898,12.9,25.4237288136,4.5762711864,30,,,,,,,GLL
3-05-0--20,2020-03-05,1,12,99,BB02,15694,BB02,15694,0,,3,GAS 95,2.326,10.9322033898,12.9,25.4237288136,4.5762711864,30,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15695,BB02,15695,0,,2,GAS 90,1.918,10.1610169492,11.99,19.4915254237,3.5084745763,23,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15695,BB02,15695,0,,2,GAS 90,1.918,10.1610169492,11.99,19.4915254237,3.5084745763,23,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15696,BB02,15696,0,,2,GAS 90,0.834,10.1610169492,11.99,8.4745762712,1.5254237288,10,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15696,BB02,15696,0,,2,GAS 90,0.834,10.1610169492,11.99,8.4745762712,1.5254237288,10,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15698,BB02,15698,0,,5,DIESEL B5 S50,3.99,10.6186440678,12.53,42.3728813559,7.6271186441,50,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15698,BB02,15698,0,,5,DIESEL B5 S50,3.99,10.6186440678,12.53,42.3728813559,7.6271186441,50,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15701,BB02,15701,0,,2,GAS 90,0.917,10.1610169492,11.99,9.3220338983,1.6779661017,11,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15701,BB02,15701,0,,2,GAS 90,0.917,10.1610169492,11.99,9.3220338983,1.6779661017,11,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15702,BB02,15702,0,,2,GAS 90,0.25,10.1610169492,11.99,2.5423728814,0.4576271186,3,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15702,BB02,15702,0,,2,GAS 90,0.25,10.1610169492,11.99,2.5423728814,0.4576271186,3,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15703,BB02,15703,0,,3,GAS 95,1.163,10.9322033898,12.9,12.7118644068,2.2881355932,15,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15703,BB02,15703,0,,3,GAS 95,1.163,10.9322033898,12.9,12.7118644068,2.2881355932,15,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15705,BB02,15705,0,,3,GAS 95,0.388,10.9322033898,12.9,4.2372881356,0.7627118644,5,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15705,BB02,15705,0,,3,GAS 95,0.388,10.9322033898,12.9,4.2372881356,0.7627118644,5,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15706,BB02,15706,0,,2,GAS 90,0.834,10.1610169492,11.99,8.4745762712,1.5254237288,10,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15706,BB02,15706,0,,2,GAS 90,0.834,10.1610169492,11.99,8.4745762712,1.5254237288,10,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15708,BB02,15708,0,,3,GAS 95,1.55,10.9322033898,12.9,16.9491525424,3.0508474576,20,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15708,BB02,15708,0,,3,GAS 95,1.55,10.9322033898,12.9,16.9491525424,3.0508474576,20,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15709,BB02,15709,0,,2,GAS 90,1.668,10.1610169492,11.99,16.9491525424,3.0508474576,20,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15709,BB02,15709,0,,2,GAS 90,1.668,10.1610169492,11.99,16.9491525424,3.0508474576,20,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15710,BB02,15710,0,,3,GAS 95,3.876,10.9322033898,12.9,42.3728813559,7.6271186441,50,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15710,BB02,15710,0,,3,GAS 95,3.876,10.9322033898,12.9,42.3728813559,7.6271186441,50,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15712,BB02,15712,0,,2,GAS 90,2.502,10.1610169492,11.99,25.4237288136,4.5762711864,30,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15712,BB02,15712,0,,2,GAS 90,2.502,10.1610169492,11.99,25.4237288136,4.5762711864,30,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15713,BB02,15713,0,,2,GAS 90,0.834,10.1610169492,11.99,8.4745762712,1.5254237288,10,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15713,BB02,15713,0,,2,GAS 90,0.834,10.1610169492,11.99,8.4745762712,1.5254237288,10,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15716,BB02,15716,0,,2,GAS 90,2.835,10.1610169492,11.99,28.8050847458,5.1849152542,33.99,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15716,BB02,15716,0,,2,GAS 90,2.835,10.1610169492,11.99,28.8050847458,5.1849152542,33.99,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15717,BB02,15717,0,,5,DIESEL B5 S50,2.394,10.6186440678,12.53,25.4237288136,4.5762711864,30,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15717,BB02,15717,0,,5,DIESEL B5 S50,2.394,10.6186440678,12.53,25.4237288136,4.5762711864,30,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15718,BB02,15718,0,,2,GAS 90,0.417,10.1610169492,11.99,4.2372881356,0.7627118644,5,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15718,BB02,15718,0,,2,GAS 90,0.417,10.1610169492,11.99,4.2372881356,0.7627118644,5,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15719,BB02,15719,0,,2,GAS 90,1.001,10.1610169492,11.99,10.1694915254,1.8305084746,12,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15719,BB02,15719,0,,2,GAS 90,1.001,10.1610169492,11.99,10.1694915254,1.8305084746,12,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15720,BB02,15720,0,,3,GAS 95,0.465,10.9322033898,12.9,5.0847457627,0.9152542373,6,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15720,BB02,15720,0,,3,GAS 95,0.465,10.9322033898,12.9,5.0847457627,0.9152542373,6,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15721,BB02,15721,0,,2,GAS 90,8.34,10.1610169492,11.99,84.7457627119,15.2542372881,100,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15721,BB02,15721,0,,2,GAS 90,8.34,10.1610169492,11.99,84.7457627119,15.2542372881,100,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15722,BB02,15722,0,,5,DIESEL B5 S50,2.394,10.6186440678,12.53,25.4237288136,4.5762711864,30,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15722,BB02,15722,0,,5,DIESEL B5 S50,2.394,10.6186440678,12.53,25.4237288136,4.5762711864,30,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15723,BB02,15723,0,,5,DIESEL B5 S50,1.596,10.6186440678,12.53,16.9491525424,3.0508474576,20,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15723,BB02,15723,0,,5,DIESEL B5 S50,1.596,10.6186440678,12.53,16.9491525424,3.0508474576,20,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15725,BB02,15725,0,,3,GAS 95,3.876,10.9322033898,12.9,42.3728813559,7.6271186441,50,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15725,BB02,15725,0,,3,GAS 95,3.876,10.9322033898,12.9,42.3728813559,7.6271186441,50,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15727,BB02,15727,0,,2,GAS 90,0.834,10.1610169492,11.99,8.4745762712,1.5254237288,10,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15727,BB02,15727,0,,2,GAS 90,0.834,10.1610169492,11.99,8.4745762712,1.5254237288,10,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15731,BB02,15731,0,,3,GAS 95,3.876,10.9322033898,12.9,42.3728813559,7.6271186441,50,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15731,BB02,15731,0,,3,GAS 95,3.876,10.9322033898,12.9,42.3728813559,7.6271186441,50,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15732,BB02,15732,0,,2,GAS 90,0.834,10.1610169492,11.99,8.4745762712,1.5254237288,10,,,,,,,GLL
3-05-0--20,2020-03-05,2,16,99,BB02,15732,BB02,15732,0,,2,GAS 90,0.834,10.1610169492,11.99,8.4745762712,1.5254237288,10,,,,,,,GLL
3-06-0--20,2020-03-06,1,12,99,BB02,15733,BB02,15733,0,,5,DIESEL B5 S50,2.394,10.6186440678,12.53,25.4237288136,4.5762711864,30,,,,,,,GLL
3-06-0--20,2020-03-06,1,12,99,BB02,15733,BB02,15733,0,,5,DIESEL B5 S50,2.394,10.6186440678,12.53,25.4237288136,4.5762711864,30,,,,,,,GLL
3-06-0--20,2020-03-06,1,12,99,BB02,15734,BB02,15734,0,,2,GAS 90,0.584,10.1610169492,11.99,5.9322033898,1.0677966102,7,,,,,,,GLL
3-06-0--20,2020-03-06,1,12,99,BB02,15734,BB02,15734,0,,2,GAS 90,0.584,10.1610169492,11.99,5.9322033898,1.0677966102,7,,,,,,,GLL
3-06-0--20,2020-03-06,1,12,99,BB02,15735,BB02,15735,0,,3,GAS 95,1.55,10.9322033898,12.9,16.9491525424,3.0508474576,20,,,,,,,GLL
3-06-0--20,2020-03-06,1,12,99,BB02,15735,BB02,15735,0,,3,GAS 95,1.55,10.9322033898,12.9,16.9491525424,3.0508474576,20,,,,,,,GLL
3-06-0--20,2020-03-06,1,12,99,BB02,15736,BB02,15736,0,,2,GAS 90,1.668,10.1610169492,11.99,16.9491525424,3.0508474576,20,,,,,,,GLL
3-06-0--20,2020-03-06,1,12,99,BB02,15736,BB02,15736,0,,2,GAS 90,1.668,10.1610169492,11.99,16.9491525424,3.0508474576,20,,,,,,,GLL
3-06-0--20,2020-03-06,1,12,99,BB02,15737,BB02,15737,0,,2,GAS 90,1.668,10.1610169492,11.99,16.9491525424,3.0508474576,20,,,,,,,GLL
3-06-0--20,2020-03-06,1,12,99,BB02,15737,BB02,15737,0,,2,GAS 90,1.668,10.1610169492,11.99,16.9491525424,3.0508474576,20,,,,,,,GLL
3-06-0--20,2020-03-06,1,12,99,BB02,15745,BB02,15745,0,,5,DIESEL B5 S50,3.192,10.6186440678,12.53,33.8983050847,6.1016949153,40,,,,,,,GLL
3-06-0--20,2020-03-06,1,12,99,BB02,15745,BB02,15745,0,,5,DIESEL B5 S50,3.192,10.6186440678,12.53,33.8983050847,6.1016949153,40,,,,,,,GLL
3-06-0--20,2020-03-06,1,12,99,BB02,15747,BB02,15747,0,,5,DIESEL B5 S50,3.99,10.6186440678,12.53,42.3728813559,7.6271186441,50,,,,,,,GLL
3-06-0--20,2020-03-06,1,12,99,BB02,15747,BB02,15747,0,,5,DIESEL B5 S50,3.99,10.6186440678,12.53,42.3728813559,7.6271186441,50,,,,,,,GLL
3-06-0--20,2020-03-06,1,12,99,BB02,15749,BB02,15749,0,,5,DIESEL B5 S50,11.971,10.6186440678,12.53,127.1186440678,22.8813559322,150,,,,,,,GLL
3-06-0--20,2020-03-06,1,12,99,BB02,15749,BB02,15749,0,,5,DIESEL B5 S50,11.971,10.6186440678,12.53,127.1186440678,22.8813559322,150,,,,,,,GLL
3-06-0--20,2020-03-06,1,12,99,BB02,15752,BB02,15752,0,,5,DIESEL B5 S50,3.99,10.6186440678,12.53,42.3728813559,7.6271186441,50,,,,,,,GLL
3-06-0--20,2020-03-06,1,12,99,BB02,15753,BB02,15753,0,,4,GAS 98,1.43,11.8559322034,13.99,16.9491525424,3.0508474576,20,,,,,,,GLL
3-06-0--20,2020-03-06,1,12,99,BB02,15754,BB02,15754,0,,2,GAS 90,0.834,10.1610169492,11.99,8.4745762712,1.5254237288,10,,,,,,,GLL
3-06-0--20,2020-03-06,1,12,99,BB02,15755,BB02,15755,0,,5,DIESEL B5 S50,2.394,10.6186440678,12.53,25.4237288136,4.5762711864,30,,,,,,,GLL
3-06-0--20,2020-03-06,1,12,99,BB02,15758,BB02,15758,0,,3,GAS 95,1.163,10.9322033898,12.9,12.7118644068,2.2881355932,15,,,,,,,GLL
3-06-0--20,2020-03-06,1,12,99,BB02,15759,BB02,15759,0,,2,GAS 90,1.251,10.1610169492,11.99,12.7118644068,2.2881355932,15,,,,,,,GLL
3-06-0--20,2020-03-06,1,12,99,BB02,15760,BB02,15760,0,,5,DIESEL B5 S50,0.001,10.6186440678,12.53,0.0084745763,0.0015254237,0.01,,,,,,,GLL
3-06-0--20,2020-03-06,1,12,99,BB02,15761,BB02,15761,0,,5,DIESEL B5 S50,1.35,10.6186440678,12.53,14.3389830508,2.5810169492,16.92,,,,,,,GLL
3-06-0--20,2020-03-06,1,12,99,BB02,15763,BB02,15763,0,,2,GAS 90,1.028,10.1610169492,11.99,10.4491525424,1.8808474576,12.33,,,,,,,GLL
3-04-0--20,2020-03-04,1,13,99,BB03,47838,BB03,47838,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,47839,BB03,47839,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,47840,BB03,47840,0,,3,GAS 95,2.326,10.9322033898,12.9,25.4237288136,4.5762711864,30,,,,,,,GLL
3-04-0--20,2020-03-04,1,13,99,BB03,47841,BB03,47841,0,,8,GLP,18.01,1.1186440678,1.32,20.1440677966,3.6259322034,23.77,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,47842,BB03,47842,0,,8,GLP,26.14,1.1186440678,1.32,29.2372881356,5.2627118644,34.5,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,47843,BB03,47843,0,,8,GLP,5.3,1.1186440678,1.32,5.9322033898,1.0677966102,7,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,47844,BB03,47844,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,47845,BB03,47845,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,47846,BB03,47846,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,47847,BB03,47847,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,47848,BB03,47848,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,47849,BB03,47849,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,47851,BB03,47851,0,,8,GLP,4.55,1.1186440678,1.32,5.0847457627,0.9152542373,6,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,47853,BB03,47853,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,47854,BB03,47854,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,47855,BB03,47855,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,47856,BB03,47856,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,47857,BB03,47857,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,47858,BB03,47858,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,47859,BB03,47859,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,47860,BB03,47860,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,47862,BB03,47862,0,,8,GLP,18.94,1.1186440678,1.32,21.186440678,3.813559322,25,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,47863,BB03,47863,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,47864,BB03,47864,0,,8,GLP,18.94,1.1186440678,1.32,21.186440678,3.813559322,25,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,47865,BB03,47865,0,,8,GLP,9.09,1.1186440678,1.32,10.1694915254,1.8305084746,12,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,47866,BB03,47866,0,,8,GLP,11.36,1.1186440678,1.32,12.7118644068,2.2881355932,15,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,47867,BB03,47867,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,47868,BB03,47868,0,,8,GLP,4.55,1.1186440678,1.32,5.0847457627,0.9152542373,6,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,47869,BB03,47869,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,47871,BB03,47871,0,,8,GLP,15.16,1.1186440678,1.32,16.9576271186,3.0523728814,20.01,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,47872,BB03,47872,0,,8,GLP,6.06,1.1186440678,1.32,6.7796610169,1.2203389831,8,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,47873,BB03,47873,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,47874,BB03,47874,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
